ID,Name,PC1,PC2,PC3,PC4,PC5,Quadrant,Octant,MP,BP,Density,Dielectric,ETN,Refractive Index,Hildebrand,Hansen Disp,Hansen Polar,Hansen H-Bond,Gutmann,Dipole,Solvatochromic Pi*,Solvatochromic Alpha,Solvatochromic Beta,log Pow,Abraham R2,Abraham Pi,Abraham AH,Abraham BH,Abraham L16,Abraham Vx,Auto-Ignition,T-Rating,Flash Point,Flammability,Flammability Score,Vapour Pressure,VOC Potential,Viscosity,Viscosity Score,Hvap,Heat Capacity,Static,Solubility of Water,Miscibility,ICH Class,ICH Limit,Health_old,Impact in Air,Impact in Water,LCA,SMILES,InChIKey,InChI,CAS,Formula,Mol. Wt.,General,Environmental,Environmental Link,Reactivity,Reactivity Literature,Avoidance,Acid,Alcohol,Alkene,Anhydride,Amide,1°Amide,2°Amide,3°Amide,Amine,1°Amine,2°Amine,3°Amine,Heteroaromatic Amines,Anilines,Nitrogen Bases,Aromatic,Carbonate,Ester,Ether,Ketone/Aldehyde,Halogen,Chloro,Fluoro,Hydrocarbon,Nitrile,Nitro,Phosphorus Containing,Sulfur Containing,Sulfide,Sulfoxide,Sulfite,Sulfone,Urea,Silicone,Other,Safety,Health,Environment,Default ranking,Adjusted ranking
269,n-Pentyl Propionate,3.43772,1.30668,0.498072,-1.69732,1.15883,4,8,,165.0,0.726,,,,,7.6,1.4,3.2,,,,,,,,,,,,1.31,,Not Assigned,135,Class IIIB,1,,,,,,,,,N,,,Not Assigned,,,,CCCCCOC(=O)CC,TWSRVQVEYJNFKQ-UHFFFAOYSA-N,"InChI=1S/C8H16O2/c1-3-5-6-7-10-8(9)4-2/h3-7H2,1-2H3",624-54-4,C8H16O2,144.211,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,2,5,Recommended,Recommended
197,n-Pentylamine,-1.64448,1.97658,-1.09956,-2.38677,-1.99034,3,3,-55.0,104.5,0.75,,,1.41,8.8,,,,,1.55,,,,1.45,0.21,0.35,0.16,0.61,3.14,0.913,305,T2,7,Class IB,3,23.0,2,0.679,0,287,,,,N,,,Not Assigned,,,,CCCCCN,DPBLXKKOBLCELK-UHFFFAOYSA-N,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3",110-58-7,C5H13N,87.163,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5,7,5,Problematic,Problematic
203,n-Propyl acetate,0.370835,-0.61374,-1.46604,-2.01997,1.20246,0,0,-95.0,101.6,0.883,6.0,0.21,1.384,8.8,,,,16.0,1.79,,,,1.24,0.09,0.6,0.0,0.45,2.82,0.888,450,T2,15,Class IB,3,24.8,2,0.585,0,345,2159,,,N,,,Not Assigned,,,,CCCOC(=O)C,YKYONYBAUNKHLG-UHFFFAOYSA-N,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",109-60-4,C5H10O2,102.132,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4,2,3,Recommended,Recommended
266,n-Propyl Propionate,4.5603,4.05439,1.8311,-0.679045,0.656823,4,8,-75.9,122.4,0.732,,,1.39,8.6,7.6,1.8,3.6,,1.79,,,,,,,,,,1.028,434,T2,75,Class IIIA,1,10.5,1,0.675,0,357,2645,,,N,,,Not Assigned,,,,CCCOC(=O)CC,MCSINKKTEDDPNK-UHFFFAOYSA-N,"InChI=1S/C6H12O2/c1-3-5-8-6(7)4-2/h3-5H2,1-2H3",106-36-5,C6H12O2,116.158,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4,2,3,Recommended,Recommended
208,n-Propylamine,-3.3769,0.0468865,-2.43398,-2.97691,-2.35763,3,3,-83.0,48.5,0.71,,,1.39,8.9,8.3,2.4,4.2,32.0,1.17,,,,0.48,0.23,0.35,0.16,0.61,2.14,0.631,318,T2,-12,Class IB,3,247.7,3,0.392,0,627,3912,,,N,,,Not Assigned,,,,CCCN,WGYKZJWCGVVSQN-UHFFFAOYSA-N,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3",107-10-8,C3H9N,59.11,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7,8,7,Hazardous,Hazardous
117,"N,N-Dimethylaniline",3.73842,-0.300555,-0.976462,4.21466,-2.21541,2,2,2.0,193.0,0.952,4.9,0.179,1.559,9.8,,,,27.0,1.61,0.9,0.0,,2.31,0.96,0.84,0.0,0.41,,1.098,371,T2,63,Class IIIA,1,0.5,1,1.394,1,380,1808,,,N,,,Not Assigned,,,,CN(c1ccccc1)C,JLTDJTHDQAWBAV-UHFFFAOYSA-N,"InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3",121-69-7,C8H11N,121.18,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,6,7,Problematic,Problematic
121,NEP [1-Ethylpyrrolidin-2-one],-3.57425,3.20311,-2.75034,-1.02615,-0.327646,3,3,,97.0,0.992,,,,,,,,,,,,,,,,,,,0.961,,Not Assigned,76,Class IIIA,1,,,,,,,,,Y,,,Not Assigned,,,,CCN1CCCC1=O,ZFPGARUNNKGOBB-UHFFFAOYSA-N,"InChI=1S/C6H11NO/c1-2-7-5-3-4-6(7)8/h2-5H2,1H3",2687-91-4,C6H11NO,113.158,,,,,,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,4,3,Recommended,Recommended
84,Nitrobenzene,0.852347,-0.723091,-1.52101,5.54315,2.8035,0,0,5.8,210.0,1.198,36.1,0.324,1.556,11.1,9.8,4.2,2.0,8.1,4.23,1.01,0.0,0.39,1.85,0.87,1.11,0.0,0.28,4.56,0.891,482,T1,88,Class IIIA,1,0.1,1,1.993,1,288,1231,,2.05,N,,,Not Assigned,,,,O=N(=O)c1ccccc1,LQNUZADURLCDLV-UHFFFAOYSA-N,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,98-95-3,C6H5NO2,123.109,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,2,9,7,Hazardous,Hazardous
223,Nitroethane,-2.14468,-3.62892,-2.68811,1.23438,3.63157,1,1,-89.5,114.0,1.045,29.0,0.4,1.391,11.0,7.8,7.6,2.2,5.0,3.61,,,,0.18,0.27,0.95,0.02,0.33,2.41,0.565,360,T2,28,Class IC,3,15.7,1,0.68,0,485,1705,,,N,,,Not Assigned,,,,[O-][N+](=O)CC,MCSAJNNLRCFZED-UHFFFAOYSA-N,"InChI=1S/C2H5NO2/c1-2-3(4)5/h2H2,1H3",79-24-3,C2H5NO2,75.067,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,4,6,3,Problematic,Problematic
85,Nitromethane,-3.83989,-4.70756,-2.58611,1.87302,4.25859,1,1,-28.6,101.2,1.131,36.2,0.481,1.382,12.9,7.7,9.2,2.5,2.7,3.5,0.85,0.22,,-0.33,0.31,0.95,0.06,0.31,1.89,0.424,379,T2,35,Class IC,3,27.4,2,0.652,0,418,1538,,104.86,Y,2,50,Not Assigned,,,,CN(=O)=O,LYGJENNIWJXYER-UHFFFAOYSA-N,InChI=1S/CH3NO2/c1-2(3)4/h1H3,75-52-5,CH3NO2,61.04,,,,Low pKa,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,10,2,3,Hazardous,Highly Hazardous
13,NMP [N-Methylpyrrolidone],-3.90132,3.34375,-2.98889,0.763989,-0.161558,3,3,-24.4,202.0,1.026,32.6,0.355,1.47,11.3,8.8,6.0,3.5,27.3,3.75,0.92,0.0,0.77,-0.38,,,,,,0.82,346,T2,95,Class IIIB,1,0.3,1,1.835,1,421,1712,1,,Y,2,530,1,1,1,,O=C1CCCN1C,SECXISVLQFMRJM-UHFFFAOYSA-N,"InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3",872-50-4,C5H9NO,99.131,,REACH restriction candidate - proposal that CMOs must contain to TWA <5 mg/m3 (decision Sept 2014),,,,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,9,7,Hazardous,Hazardous
240,Octamethylcyclotetrasiloxane [D4],12.1781,5.31867,5.12363,-0.402146,1.00867,4,8,17.7,175.0,0.95,,,1.396,6.3,,,,,0.66,,,,5.1,,,,,,1.272,,Not Assigned,55,Class II,2,,,2.442,1,107,1815,,,N,,,Not Assigned,,,,C[Si]1(C)O[Si](C)(C)O[Si](O[Si](O1)(C)C)(C)C,HMMGMWAXVFQUOA-UHFFFAOYSA-N,"InChI=1S/C8H24O4Si4/c1-13(2)9-14(3,4)11-16(7,8)12-15(5,6)10-13/h1-8H3",104986-37-0,C8H24O4Si4,296.616,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,4,6,7,Problematic,Problematic
238,Octamethyltrisiloxane [MDM],11.0181,2.66874,4.05506,-0.947221,0.305732,4,8,-82.0,153.0,0.82,,,1.384,,,,,,,,,,,,,,,,1.285,,Not Assigned,29,Class IC,3,,,,,140,,,,N,,,Not Assigned,,,,C[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C,CXQXSVUQTKDNFP-UHFFFAOYSA-N,"InChI=1S/C8H24O2Si3/c1-11(2,3)9-13(7,8)10-12(4,5)6/h1-8H3",107-51-7,C8H24O2Si3,236.531,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,4,1,7,Problematic,Problematic
145,p-Cymene,7.23036,-0.931718,1.12616,1.3351,-1.68546,2,6,-67.9,177.1,0.86,,,1.49,8.5,,,,,0.0,,,,4.1,,,,,,1.28,436,T2,47,Class II,2,1.1,1,0.84,0,354,2042,,,N,,,Not Assigned,,,,Cc1ccc(cc1)C(C)C,HFPZCAJZSCWRBC-UHFFFAOYSA-N,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",99-87-6,C10H14,134.218,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4,5,5,Problematic,Problematic
11,p-Xylene,5.74192,-2.2148,0.0354025,1.34743,-1.99868,2,6,13.3,138.4,0.857,2.3,0.074,1.496,8.8,,,,5.0,0.0,0.43,0.0,,3.15,0.61,0.52,0.0,0.16,3.84,0.998,529,T1,25,Class IC,3,6.5,1,0.645,0,364,1981,3,0.17,N,2,2170,1,2,2,,Cc1ccc(cc1)C,URLKBWYHVLBVBO-UHFFFAOYSA-N,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",106-42-3,C8H10,106.165,Static Risk,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4,2,5,Problematic,Problematic
226,Pentachloroethane,3.2415,-3.4936,2.23427,2.37733,0.485803,2,6,-29.0,159.9,1.673,3.9,,1.503,9.3,,,,,0.92,0.62,,0.0,2.89,,,,,,1.002,,Not Assigned,,Not Assigned,Not Assigned,3.4,1,2.437,1,90,510,,,N,,,Not Assigned,,,,ClC(C(Cl)(Cl)Cl)Cl,BNIXVQGCZULYKV-UHFFFAOYSA-N,"InChI=1S/C2HCl5/c3-1(4)2(5,6)7/h1H",76-01-7,C2HCl5,202.294,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,2,6,7,Problematic,Problematic
153,Pentamethyl Phosphonic Diamide,-3.36411,7.79931,-1.93648,-0.679509,-1.17989,3,3,,76.0,1.024,,,1.459,,,,,,,,,,,,,,,,1.276,,Not Assigned,,Not Assigned,Not Assigned,,,,,,,,,Not Determined,,,Not Assigned,,,,CN(P(=O)(N(C)C)C)C,YRWJRJCUZYGLPN-UHFFFAOYSA-N,"InChI=1S/C5H15N2OP/c1-6(2)9(5,8)7(3)4/h1-5H3",2511-17-3,C5H15N2OP,150.159,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,1,3,5,Recommended,Recommended
91,Pentan-1-ol,-2.7643,-0.852872,2.81625,-1.09108,-0.869124,1,5,-78.2,138.0,0.814,13.9,0.57,1.41,11.1,7.8,2.2,6.8,25.0,1.71,,,,1.51,0.22,0.42,0.37,0.48,3.11,0.872,300,T2,33,Class IC,3,1.5,1,4.044,1,,2848,1,20.62,N,3,5000,1,1,1,2,CCCCCO,AMQJEAYHLZJPGS-UHFFFAOYSA-N,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",71-41-0,C5H12O,88.148,,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,2,3,Recommended,Recommended
92,Pentan-2-ol,-2.12084,-0.75189,1.81988,-1.32716,-0.562897,0,5,-73.2,119.0,0.81,13.7,0.49,1.406,10.8,,,,,1.65,,,,1.25,0.2,0.36,0.33,0.56,,0.872,343,T2,34,Class IC,3,4.0,1,4.136,1,1881,3196,,21.54,N,,,Not Assigned,,,,CCCC(O)C,JYVLIDXNZAXMDK-UHFFFAOYSA-N,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",6032-29-7,C5H12O,88.148,Racemic mixture - Could be problematic for asymmetric reactions.,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,2,5,Recommended,Recommended
93,Pentan-2-one,-0.879225,-0.170172,-2.3115,-1.46341,0.431732,0,0,-76.9,102.3,0.802,15.4,0.321,1.391,9.0,,,,17.5,2.74,,,0.5,0.84,0.14,0.68,0.0,0.51,2.76,0.829,452,T1,7,Class IB,3,27.0,2,0.492,0,389,2653,,40.47,N,,,Not Assigned,,,,CCCC(=O)C,XNLICIUVMPYHGG-UHFFFAOYSA-N,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3",107-87-9,C5H10O,86.132,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5,2,3,Recommended,Recommended
94,Pentan-3-ol,-2.01188,-1.30853,1.4764,-1.38071,-0.752789,0,5,-75.0,115.3,0.821,13.4,0.46,1.41,10.2,,,,,1.65,,,,1.21,0.22,0.36,0.33,0.56,,0.872,435,T2,41,Class II,2,6.8,1,5.682,1,731,,,51.43,N,,,Not Assigned,,,,CCC(CC)O,AQIXEPGDORPWBJ-UHFFFAOYSA-N,"InChI=1S/C5H12O/c1-3-5(6)4-2/h5-6H,3-4H2,1-2H3",584-02-1,C5H12O,88.148,,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,2,5,Recommended,Recommended
95,Pentan-3-one,-0.498106,-0.435308,-2.16,-1.21806,0.4441,0,0,-39.0,102.0,0.809,17.5,0.65,1.392,9.1,7.7,3.7,2.3,16.5,2.7,0.72,,0.45,0.82,0.15,0.66,0.0,0.51,,0.829,452,T1,13,Class IB,3,31.3,2,0.473,0,441,2727,,46.26,N,,,Not Assigned,,,,CCC(=O)CC,FDPIMTJIUBPUKL-UHFFFAOYSA-N,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",96-22-0,C5H10O,86.132,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5,2,5,Problematic,Problematic
176,"Pentane-2,4-dione [Acetylacetone]",-1.65035,1.20012,-1.84785,1.25239,1.03791,0,3,-23.2,140.4,0.972,25.7,0.57,1.451,9.5,,,,,3.03,,,,0.34,,,,,,0.845,340,T2,34,Class IC,3,7.0,1,0.708,0,,2159,,,Y,,,Not Assigned,,,,CC(=O)CC(=O)C,YRKCREAYFQTBPV-UHFFFAOYSA-N,"InChI=1S/C5H8O2/c1-4(6)3-5(2)7/h3H2,1-2H3",123-54-6,C5H8O2,100.116,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,6,5,Problematic,Problematic
142,Perfluorobenzene,5.31479,-4.04518,0.133389,-0.909938,0.0518703,2,6,5.1,80.3,1.607,2.1,0.108,1.377,8.3,,,,,0.0,,,,2.22,,,,,,0.823,,Not Assigned,10,Class IB,3,66.0,2,0.954,0,93,738,,,N,,,Not Assigned,,,,Fc1c(F)c(F)c(c(c1F)F)F,ZQBFAOFFOQMSGJ-UHFFFAOYSA-N,InChI=1S/C6F6/c7-1-2(8)4(10)6(12)5(11)3(1)9,392-56-3,C6F6,186.055,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,5,6,5,Problematic,Problematic
144,Perfluorodecalin,10.9205,-1.87484,3.86093,-4.37456,2.31021,2,6,-10.0,142.0,1.937,1.9,,1.315,,,,,,0.0,,,,,,,,,,1.619,,Not Assigned,,Not Assigned,Not Assigned,,,,,,,,,N,,,Not Assigned,,,,FC12C(F)(C(F)(F)C(C(C2(F)F)(F)F)(F)F)C(F)(F)C(C(C1(F)F)(F)F)(F)F,UWEYRJFJVCLAGH-UHFFFAOYSA-N,"InChI=1S/C10F18/c11-1-2(12,5(17,18)9(25,26)7(21,22)3(1,13)14)6(19,20)10(27,28)8(23,24)4(1,15)16",60433-11-6,C10F18,462.078,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,1,2,3,Recommended,Recommended
253,PGDA Glycol Ether [Propylene glycol diacetate],0.386778,3.77853,0.2427,-0.306994,2.03981,4,8,-75.0,190.0,1.056,,,1.415,,7.7,1.7,4.3,,,,,,,,,,,,1.244,431,T2,95,Class IIIB,1,,,,,,,,,Not Determined,,,Not Assigned,,,,CC(=O)OCC(OC(=O)C)C,MLHOXUWWKVQEJB-UHFFFAOYSA-N,"InChI=1S/C7H12O4/c1-5(11-7(3)9)4-10-6(2)8/h5H,4H2,1-3H3",623-84-7,C7H12O4,160.168,Racemic mixture - Could be problematic for asymmetric reactions.,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,5,5,Problematic,Problematic
96,Piperidine,-1.37124,0.700927,-2.20144,-1.16237,-3.4166,0,3,-10.5,106.5,0.857,5.8,0.148,1.453,9.5,,,,40.0,0.73,,,,0.85,0.42,0.46,0.1,0.69,3.3,0.804,320,T2,3,Class IB,3,22.6,2,1.469,1,426,2459,,,N,,,Not Assigned,,,,C1CCCNC1,NQRYJNQNLNOLGT-UHFFFAOYSA-N,"InChI=1S/C5H11N/c1-2-4-6-5-3-1/h6H,1-5H2",110-89-4,C5H11N,85.148,,,,,,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5,7,3,Problematic,Problematic
254,PM Glycol Ether [1-Methoxy-2-propanol],-2.76111,-0.0234369,-0.718538,-1.3665,0.0397147,1,1,-97.0,120.0,0.921,,,1.4,10.4,7.6,3.5,6.6,,2.4,,,,,,,,,,0.79,287,T3,31,Class IC,3,8.0,1,1.904,1,828,,,,Y,,,Not Assigned,,,,COCC(O)C,ARXJGSRGQADJSQ-UHFFFAOYSA-N,"InChI=1S/C4H10O2/c1-4(5)3-6-2/h4-5H,3H2,1-2H3",107-98-2,C4H10O2,90.121,Racemic mixture - Could be problematic for asymmetric reactions.,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,2,3,Recommended,Recommended
252,PMA Glycol Ether [1-methoxy-2-propanol acetate],-0.669863,1.83572,-1.85387,4.56854,0.434328,0,3,-66.0,146.0,0.968,,,1.8,9.0,7.9,3.0,3.2,,1.8,,,,0.56,,,,,,1.087,333,T2,42,Class II,2,2.9,1,1.193,1,202,1955,,,Not Determined,,,Not Assigned,,,,COCC(OC(=O)C)C,LLHKCFNBLRBOGN-UHFFFAOYSA-N,"InChI=1S/C6H12O3/c1-5(4-8-3)9-6(2)7/h5H,4H2,1-3H3",108-65-6,C6H12O3,132.158,Racemic mixture - Could be problematic for asymmetric reactions.,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,1,5,Recommended,Recommended
255,PnB Glycol Ether [3-Butoxypropan-2-ol],0.978998,2.33226,0.14015,-1.38571,0.452169,4,8,-80.0,171.0,0.879,,,,9.3,7.3,2.4,5.2,,,,,,,,,,,,1.212,260,T3,63,Class IIIA,1,,,3.356,1,507,,,,Not Determined,,,Not Assigned,,,,CCCCOCC(O)C,RWNUSVWFHDHRCJ-UHFFFAOYSA-N,"InChI=1S/C7H16O2/c1-3-4-5-9-6-7(2)8/h7-8H,3-6H2,1-2H3",5131-66-8,C7H16O2,132.201,Racemic mixture - Could be problematic for asymmetric reactions.,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,1,7,Problematic,Problematic
256,PnP Glycol Ether [1-Propoxy-2-propanol],-0.48314,1.59821,-0.21765,-1.38936,0.206216,0,0,-80.0,149.0,0.885,,,,,7.4,2.8,5.7,,,,,,,,,,,,1.071,252,T3,48,Class II,2,,,2.797,1,725,,,,Not Determined,,,Not Assigned,,,,CCCOCC(O)C,FENFUOGYJVOCRY-UHFFFAOYSA-N,"InChI=1S/C6H14O2/c1-3-4-8-5-6(2)7/h6-7H,3-5H2,1-2H3",1569-01-3,C6H14O2,118.174,Racemic mixture - Could be problematic for asymmetric reactions.,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,2,5,Recommended,Recommended
257,PPh Glycol Ether [Propylene glycol phenyl ether],0.267422,2.80977,3.35628,4.0458,-0.798908,4,8,19.0,243.0,1.063,,,,,8.5,2.6,5.6,,,,,,,,,,,,1.257,495,T1,115,Class IIIB,1,,,,,,,,,Not Determined,,,Not Assigned,,,,CC(COc1ccccc1)O,IBLKWZIFZMJLFL-UHFFFAOYSA-N,"InChI=1S/C9H12O2/c1-8(10)7-11-9-5-3-2-4-6-9/h2-6,8,10H,7H2,1H3",770-35-4,C9H12O2,152.19,Racemic mixture - Could be problematic for asymmetric reactions.,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,2,7,Problematic,Problematic
97,Propan-1-ol,-5.4197,-2.98999,1.68422,-1.62393,-0.968217,1,5,-126.2,97.2,0.804,20.5,0.62,1.386,12.2,7.8,3.3,8.5,,1.65,0.52,0.78,,0.25,0.24,0.42,0.37,0.48,2.03,0.59,371,T2,15,Class IB,3,14.3,1,2.191,1,1060,2921,,803.23,Y,3,5000,Not Assigned,,,,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",71-23-8,C3H8O,60.095,,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5,4,3,Problematic,Problematic
99,Propanoic Acid,-6.78461,-3.76353,5.55202,-0.586068,-0.964241,1,5,-20.7,140.8,0.99,3.2,0.61,1.38,12.5,,,,,1.75,,,,0.33,0.23,0.65,0.6,0.45,2.29,0.606,475,T1,55,Class II,2,2.4,1,1.102,1,,2063,1,,Y,,,2,2,1,2,CCC(=O)O,XBDQKXXYIPTUBI-UHFFFAOYSA-N,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",79-09-4,C3H6O2,74.079,,,,,,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,7,3,Problematic,Problematic
100,Proprionitrile,-3.09698,-3.69138,-3.05049,-0.631003,3.69693,1,1,-92.8,97.4,0.777,28.9,0.398,1.366,10.7,7.5,7.0,2.7,16.1,4.04,0.71,,0.37,0.16,0.16,0.9,0.02,0.36,2.08,0.545,512,T1,2,Class IB,3,37.2,2,0.43,0,645,2731,,,N,,,Not Assigned,,,,CCC#N,FVSKHRXBFJPNKK-UHFFFAOYSA-N,"InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3",107-12-0,C3H5N,55.079,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,5,9,5,Hazardous,Hazardous
247,Propyl Cellosolve [2-Propoxyethanol],-2.62005,0.870106,0.492484,-1.29295,-0.0183773,3,7,-90.0,150.0,0.913,,,,,7.9,3.9,6.4,,,,,,,,,,,,0.931,235,T3,57,Class II,2,,,2.841,1,833,2543,,,Not Determined,,,Not Assigned,,,,CCCOCCO,YEYKMVJDLWJFOA-UHFFFAOYSA-N,"InChI=1S/C5H12O2/c1-2-4-7-5-3-6/h6H,2-5H2,1H3",2807-30-9,C5H12O2,104.148,,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,2,5,Recommended,Recommended
166,Propyl Formate,-0.666575,-2.23499,-1.84201,-1.81675,1.8354,0,1,-92.9,80.8,0.9,7.7,,1.377,9.0,,,,,1.83,,,,0.83,0.13,0.63,0.0,0.38,2.43,0.747,455,T1,-3,Class IB,3,62.7,2,0.527,0,,2156,,,N,,,Not Assigned,,,,CCCOC=O,KFNNIILCVOLYIR-UHFFFAOYSA-N,"InChI=1S/C4H8O2/c1-2-3-6-4-5/h4H,2-3H2,1H3",110-74-7,C4H8O2,88.105,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5,3,5,Problematic,Problematic
