ID,Name,PC1,PC2,PC3,PC4,PC5,Quadrant,Octant,MP,BP,Density,Dielectric,ETN,Refractive Index,Hildebrand,Hansen Disp,Hansen Polar,Hansen H-Bond,Gutmann,Dipole,Solvatochromic Pi*,Solvatochromic Alpha,Solvatochromic Beta,log Pow,Abraham R2,Abraham Pi,Abraham AH,Abraham BH,Abraham L16,Abraham Vx,Auto-Ignition,T-Rating,Flash Point,Flammability,Flammability Score,Vapour Pressure,VOC Potential,Viscosity,Viscosity Score,Hvap,Heat Capacity,Static,Solubility of Water,Miscibility,ICH Class,ICH Limit,Health_old,Impact in Air,Impact in Water,LCA,SMILES,InChIKey,InChI,CAS,Formula,Mol. Wt.,General,Environmental,Environmental Link,Reactivity,Reactivity Literature,Avoidance,Acid,Alcohol,Alkene,Anhydride,Amide,1°Amide,2°Amide,3°Amide,Amine,1°Amine,2°Amine,3°Amine,Heteroaromatic Amines,Anilines,Nitrogen Bases,Aromatic,Carbonate,Ester,Ether,Ketone/Aldehyde,Halogen,Chloro,Fluoro,Hydrocarbon,Nitrile,Nitro,Phosphorus Containing,Sulfur Containing,Sulfide,Sulfoxide,Sulfite,Sulfone,Urea,Silicone,Other,Safety,Health,Environment,Default ranking,Adjusted ranking
127,"Propylene Carbonate [4-Methyl-1,3-dioxolan-2-one]",-3.56352,-0.739374,-2.16803,2.34958,4.65793,1,1,-54.5,241.7,1.199,62.9,0.472,1.421,13.3,9.8,8.8,2.0,15.1,4.77,0.83,0.0,0.4,-0.41,,,,,,0.697,455,T1,132,Class IIIB,1,0.0,1,2.698,1,328,1355,,,Y,,,Not Assigned,,,,CC1COC(=O)O1,RUOJZAUFBMNUDX-UHFFFAOYSA-N,"InChI=1S/C4H6O3/c1-3-2-6-4(5)7-3/h3H,2H2,1H3",108-32-7,C4H6O3,102.089,Racemic mixture - are you forming a chiral centre ?,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,2,7,Problematic,Problematic
229,Propylene Glycol,-8.82701,-0.147285,3.8777,0.751989,-0.726892,1,5,-60.0,187.3,1.03,,0.72,1.43,15.0,8.2,4.6,11.4,,3.63,,,,-0.92,,,,,,0.649,421,T2,99,Class IIIB,1,0.1,1,54.776,2,812,2400,,,Y,,,Not Assigned,,,,OCC(O)C,DNIAPMSPPWPWGF-UHFFFAOYSA-N,"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3",57-55-6,C3H8O2,76.094,Racemic mixture - Could be problematic for asymmetric reactions.,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,2,5,Recommended,Recommended
185,Pyridazine,-4.46695,2.3979,-2.69637,3.9672,0.260451,3,3,-8.0,222.6,1.105,,,1.524,,,,,,,,,,,,,,,,0.634,,Not Assigned,85,Class IIIA,1,,,,,,,,,N,,,Not Assigned,,,,c1ccnnc1,PBMFSQRYOILNGV-UHFFFAOYSA-N,InChI=1S/C4H4N2/c1-2-4-6-5-3-1/h1-4H,289-80-5,C4H4N2,80.088,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,5,7,Problematic,Problematic
101,Pyridine,-2.33832,-0.618091,-3.00425,1.64005,-0.645808,0,1,-41.6,115.3,0.978,13.2,0.302,1.509,10.6,9.3,4.3,2.9,34.0,2.21,0.87,0.0,0.64,0.65,0.63,0.84,0.0,0.52,3.02,0.675,482,T1,20,Class IB,3,15.4,1,0.959,0,472,1703,1,982.15,N,2,200,3,3,2,2,c1cccnc1,JUJWROOIHBZHMG-UHFFFAOYSA-N,InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H,110-86-1,C5H5N,79.1,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4,2,3,Recommended,Hazardous
184,Pyrimidine,-3.22157,0.787724,-2.91804,1.95569,0.0193262,3,3,21.0,123.5,1.079,,,1.496,,,,,,2.33,,0.0,0.48,-0.4,0.61,1.0,0.0,0.65,2.84,0.634,,Not Assigned,34,Class IC,3,,,,,499,1856,,,N,,,Not Assigned,,,,c1ccncn1,CZPWVGJYEJSRLH-UHFFFAOYSA-N,InChI=1S/C4H4N2/c1-2-5-4-6-3-1/h1-4H,289-95-2,C4H4N2,80.088,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4,5,5,Problematic,Problematic
201,Pyrrole,-3.50197,-4.3225,2.46632,3.29681,-2.47776,1,5,-23.4,129.9,0.966,8.0,,1.509,12.2,,,,,1.71,,,,0.75,0.61,0.73,0.41,0.29,2.87,0.577,550,T1,39,Class II,2,6.1,1,1.337,1,668,1952,,,N,,,Not Assigned,,,,c1ccc[nH]1,KAESVJOAVNADME-UHFFFAOYSA-N,InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,109-97-7,C4H5N,67.089,,,,,,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,6,3,Recommended,Recommended
189,Pyrrolidine,-2.93596,0.0810868,-3.08506,-1.34199,-2.92342,3,3,-57.8,86.6,0.85,,0.26,1.44,10.0,,,,,1.58,,,,0.46,,,,,,0.663,269,T3,3,Class IB,3,48.9,2,0.774,0,400,2585,,,Y,,,Not Assigned,,,,C1CCCN1,RWRDLPDLKQPQOW-UHFFFAOYSA-N,"InChI=1S/C4H9N/c1-2-4-5-3-1/h5H,1-4H2",123-75-1,C4H9N,71.121,,,,,,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4,7,3,Problematic,Problematic
102,Quinoline,0.997698,2.88115,-1.02765,5.82588,-1.51367,4,4,-14.9,237.7,1.093,9.0,0.269,1.627,10.8,9.5,3.4,3.7,32.0,2.25,0.92,0.0,0.62,2.03,1.27,0.97,0.0,0.54,5.46,1.044,480,T1,101,Class IIIB,1,0.0,1,3.87,1,390,1368,,,N,,,Not Assigned,,,,c1ccc2c(c1)nccc2,SMWDFEZZVXVKRB-UHFFFAOYSA-N,InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H,91-22-5,C9H7N,129.159,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,9,7,Hazardous,Hazardous
103,Sulfolane,-3.9622,2.33569,-1.90485,3.56636,3.50714,3,3,28.5,287.3,1.264,42.1,0.41,1.482,12.8,,,,14.8,4.68,0.98,0.0,,-0.77,,,,,,0.845,528,T1,173,Class IIIB,1,0.0,1,12.004,2,338,1168,1,,Y,2,160,1,1,2,2,O=S1(=O)CCCC1,HXJUTPCZVOIRIF-UHFFFAOYSA-N,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,126-33-0,C4H8O2S,120.17,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,1,9,7,Hazardous,Hazardous
122,TAME [tert-amyl methyl ether],2.63178,-1.01574,-1.22264,-2.52185,-0.976246,2,2,-80.0,86.3,0.766,,0.114,1.388,7.6,6.5,3.0,1.9,,0.0,,,,1.6,,,,,,1.013,430,T2,-13,Class IB,3,57.6,2,0.483,0,382,2717,,,N,,,Not Assigned,,,,CCC(OC)(C)C,HVZJRWJGKQPSFL-UHFFFAOYSA-N,"InChI=1S/C6H14O/c1-5-6(2,3)7-4/h5H2,1-4H3",994-05-8,C6H14O,102.175,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6,2,3,Recommended,Recommended
20,tert-Amyl Alcohol [2-Methylbutan-2-ol],-2.39071,-0.731133,1.32996,-1.71282,-0.879646,1,5,-8.8,102.2,0.806,5.8,0.32,1.405,10.3,,,,,1.71,,,,0.89,0.19,0.3,0.31,0.6,,0.872,435,T2,41,Class II,2,12.1,1,5.043,1,1739,3424,,96.43,N,,,Not Assigned,,,,CCC(O)(C)C,MSXVEPNJUHWQHW-UHFFFAOYSA-N,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",75-85-4,C5H12O,88.148,,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4,2,3,Recommended,Recommended
22,tert-Butanol [2-Methylpropan-2-ol],-3.74469,-1.25846,1.14292,-2.39924,-1.15615,1,5,25.6,82.3,0.789,12.5,0.39,1.388,10.6,,,,38.0,1.65,0.41,0.68,1.01,0.35,0.18,0.3,0.31,0.6,1.96,0.731,478,T1,11,Class IB,3,29.7,2,6.113,1,,3659,1,6.5,N,,,2,1,1,,CC(O)(C)C,DKGAVHZHDRPRBM-UHFFFAOYSA-N,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",75-65-0,C4H10O,74.122,Viscous at lower temperatures (not preferred for crystallisation).  High melting point.,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4,3,3,Recommended,Recommended
105,Tetrachloroethene,4.49867,-4.64387,-1.05374,1.25923,-1.60111,2,2,-22.4,119.1,1.614,2.3,0.043,1.506,9.3,9.3,3.2,1.4,,0.0,0.28,0.0,0.0,2.88,0.64,0.44,0.0,0.0,,0.837,677,T1,,Not Assigned,Not Assigned,14.8,1,0.905,0,119,568,,0.21,N,2,80,Not Assigned,,,,ClC(=C(Cl)Cl)Cl,CYTYCFOTNPOANT-UHFFFAOYSA-N,InChI=1S/C2Cl4/c3-1(4)2(5)6,127-18-4,C2Cl4,165.833,,,,,,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,4,6,5,Problematic,Problematic
106,Tetrachloromethane [Carbon Tetrachloride],4.51663,-5.58486,-1.10445,-0.143139,-0.045966,2,2,-22.8,76.5,1.584,2.3,0.052,1.46,8.6,8.7,0.0,0.3,0.0,0.0,0.28,0.0,0.0,2.64,0.46,0.38,0.0,0.0,2.82,0.739,982,T1,,Not Assigned,Not Assigned,88.0,2,0.97,0,110,539,,0.78,N,1,4,Not Assigned,,,,ClC(Cl)(Cl)Cl,VZGDMQKNWNREIO-UHFFFAOYSA-N,"InChI=1S/CCl4/c2-1(3,4)5",56-23-5,CCl4,153.823,,Seriously ?  Just don't even think about it !,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,2,7,10,Hazardous,Highly Hazardous
107,Tetraethylene glycol,-1.86972,10.5113,0.644045,0.341486,1.12206,3,7,-6.2,327.3,1.129,19.7,0.66,1.458,11.6,,,,,3.24,,,,1.38,,,,,,1.529,358,T2,196,Class IIIB,1,0.0,1,58.219,2,309,1935,,,Y,,,Not Assigned,,,,OCCOCCOCCOCCO,UWHCKJMYHZGTIT-UHFFFAOYSA-N,"InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2",112-60-7,C8H18O5,194.226,,,,,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,7,Problematic,Problematic
152,Tetraethylsulfamide [TES],5.32758,4.98738,1.36201,0.803137,0.624822,4,8,,250.0,1.037,,,1.448,,,,,,,,,,,,,,,,1.716,,Not Assigned,113,Class IIIB,1,,,,,,,,,Not Determined,,,Not Assigned,,,,CCN(S(=O)(=O)N(CC)CC)CC,IYIAWAACGTUPCC-UHFFFAOYSA-N,"InChI=1S/C8H20N2O2S/c1-5-9(6-2)13(11,12)10(7-3)8-4/h5-8H2,1-4H3",2832-49-7,C8H20N2O2S,208.322,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,2,5,7,Problematic,Problematic
230,Tetrahydropyran,-0.12567,-1.52095,-2.62929,-1.72474,-1.15191,0,1,-49.0,88.0,0.882,5.7,0.18,1.42,8.8,,,,22.0,1.74,0.51,0.0,0.54,0.82,,,,,,0.763,,Not Assigned,-16,Class IB,3,,,0.868,0,342,1940,,,N,,,Not Assigned,,,,C1CCCOC1,DHXVGJBLRPWPCS-UHFFFAOYSA-N,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,142-68-7,C5H10O,86.132,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,8,5,5,Hazardous,Hazardous
199,Tetrahydrothiophene,0.977991,-2.72708,-2.69631,2.30842,-1.83147,2,2,-96.2,119.2,0.994,8.6,0.19,1.529,10.0,,,,,1.89,,,,,,,,,,0.727,200,T3,18,Class IB,3,13.9,1,1.745,1,370,1585,,,N,,,Not Assigned,,,,C1CCCS1,RAOIDOHSFRTOEL-UHFFFAOYSA-N,InChI=1S/C4H8S/c1-2-4-5-3-1/h1-4H2,110-01-0,C4H8S,88.171,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,5,2,3,Recommended,Recommended
147,Tetrahydrothiophene 1-oxide,-5.21401,4.90404,-2.97795,2.43274,-0.530404,3,3,,236.0,1.168,42.8,,1.521,,,,,,4.17,,0.0,0.8,,,,,,,0.786,,Not Assigned,112,Class IIIB,1,,,,,,,,,Y,,,Not Assigned,,,,O=S1CCCC1,ISXOBTBCNRIIQO-UHFFFAOYSA-N,InChI=1S/C4H8OS/c5-6-3-1-2-4-6/h1-4H2,1600-44-8,C4H8OS,104.171,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,2,5,7,Problematic,Problematic
109,Tetralin,6.31115,-1.16539,0.4776,2.81458,-1.74873,2,6,-35.8,205.6,0.966,2.8,0.086,1.541,9.5,,,,,0.61,,,,3.94,,,,,,1.171,384,T2,71,Class IIIA,1,0.3,1,2.203,1,254,1684,,,N,2,100,Not Assigned,,,,C1CCc2c(C1)cccc2,CXWXQJXEFPUFDZ-UHFFFAOYSA-N,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",119-64-2,C10H12,132.202,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,6,7,Problematic,Problematic
130,Tetramethoxymethane,1.21158,0.44984,-0.793437,-2.73512,0.336434,0,0,-5.0,114.0,1.023,,,1.385,,,,,,,,,,,,,,,,1.048,,Not Assigned,22,Class IB,3,,,,,,,,,N,,,Not Assigned,,,,COC(OC)(OC)OC,AHJWSRRHTXRLAQ-UHFFFAOYSA-N,"InChI=1S/C5H12O4/c1-6-5(7-2,8-3)9-4/h1-4H3",1850-14-2,C5H12O4,136.146,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6,5,5,Problematic,Problematic
108,THF [Tetrahydrofuran],-1.51934,-1.85536,-3.24116,-1.75699,-1.23666,0,1,-108.4,67.0,0.881,7.5,0.207,1.407,9.1,8.2,2.8,3.9,20.5,1.69,0.58,0.0,0.55,0.46,0.29,0.52,0.0,0.48,2.64,0.622,224,T3,-14,Class IB,3,129.6,2,0.487,0,506,1932,1,999.93,Y,2,720,3,1,1,2,C1CCCO1,WYURNTSHIVDZCO-UHFFFAOYSA-N,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,109-99-9,C4H8O,72.106,,,,"Can be reactive towards strong electrophiles eg sulfonyl chlorides, NBS",,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6,7,5,Problematic,Problematic
198,Thiophene,1.97354,-4.43191,-1.73699,2.78925,-1.51483,2,2,-38.1,84.1,1.059,2.7,0.14,1.529,9.8,,,,,0.56,,,,1.81,0.69,0.56,0.0,0.15,2.82,0.641,395,T2,-7,Class IB,3,63.3,2,0.653,0,315,1367,,,N,,,Not Assigned,,,,c1cccs1,YTPLMLYBLZKORZ-UHFFFAOYSA-N,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,110-02-1,C4H4S,84.14,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,6,3,3,Recommended,Recommended
2,"TMU [1,1,3,3-Tetramethylurea]",-6.42158,11.3027,-2.69706,-2.76249,-2.13088,3,3,-1.2,175.2,0.962,24.5,0.315,1.449,,8.2,4.0,5.4,29.6,3.51,0.83,0.0,0.8,0.19,,,,,,1.028,,Not Assigned,75,Class IIIA,1,,,,,,,,,Y,,,Not Assigned,,,,CN(C(=O)N(C)C)C,AVQQQNCBBIEMEU-UHFFFAOYSA-N,InChI=1S/C5H12N2O/c1-6(2)5(8)7(3)4/h1-4H3,632-22-4,C5H12N2O,116.162,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1,9,5,Hazardous,Hazardous
110,Toluene,4.15092,-3.70436,-1.08688,0.97639,-1.41892,2,2,-95.0,110.6,0.862,2.4,0.099,1.47,8.9,8.8,0.7,1.0,0.1,0.38,0.54,0.0,0.11,2.73,0.6,0.52,0.0,0.14,3.33,0.857,536,T1,5,Class IB,3,21.8,2,0.592,0,371,1961,3,1.65,N,2,890,2,1,2,2,Cc1ccccc1,YXFVVABEGXRONW-UHFFFAOYSA-N,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",108-88-3,C7H8,92.138,Contains trace quantities of benzene. Static Risk.,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5,6,3,Problematic,Problematic
258,TPM Glycol Ether [Tripropylene glycol methyl ether],1.57178,9.42668,1.45753,-0.908463,0.824127,4,8,-78.0,243.0,0.966,,,1.43,8.9,7.4,1.7,5.6,,3.57,,,,,,,,,,1.752,277,T3,121,Class IIIB,1,0.0,1,,,,,,,Not Determined,,,Not Assigned,,,,COCC(OCC(OCC(O)C)C)C,HPFDGTFXAVIVTH-UHFFFAOYSA-N,"InChI=1S/C10H22O4/c1-8(11)5-13-10(3)7-14-9(2)6-12-4/h8-11H,5-7H2,1-4H3",25498-49-1,C10H22O4,206.279,Racemic mixture - Could be problematic for asymmetric reactions.,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,7,Problematic,Problematic
259,TPnB Glycol Ether [Tripropylene glycol n-butyl ether],4.77199,10.9534,3.7886,-0.925717,1.20125,4,8,-75.0,274.0,0.93,,,,,7.2,0.8,3.9,,,,,,,,,,,,2.175,186,T4,126,Class IIIB,1,,,,,,,,,Not Determined,,,Not Assigned,,,,CCCCOCC(OCC(OCC(O)C)C)C,LORVPHHKJFSORQ-UHFFFAOYSA-N,"InChI=1S/C13H28O4/c1-5-6-7-15-9-12(3)17-10-13(4)16-8-11(2)14/h11-14H,5-10H2,1-4H3",55934-93-5,C13H28O4,248.359,Racemic mixture - Could be problematic for asymmetric reactions.,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,5,7,Problematic,Problematic
272,"Triacetin [1,2,3-triacetoxypropane]",0.478516,8.27183,1.96447,1.5273,4.03999,4,8,4.1,258.0,1.155,7.0,0.299,1.428,10.7,,,,,2.73,,,,0.25,,,,,,1.6,433,T2,138,Class IIIB,1,0.0,1,,,,1522,,,N,,,Not Assigned,,,,CC(=O)OC(COC(=O)C)COC(=O)C,URAYPUMNDPQOKB-UHFFFAOYSA-N,"InChI=1S/C9H14O6/c1-6(10)13-4-9(15-8(3)12)5-14-7(2)11/h9H,4-5H2,1-3H3",102-76-1,C9H14O6,218.204,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,1,7,Problematic,Problematic
111,Tributylamine,9.03947,4.80875,2.88702,-2.02983,-2.92386,4,8,-70.0,213.4,0.774,2.3,0.043,1.429,7.8,,,,50.0,0.76,0.16,0.0,0.62,4.56,,,,,,1.899,210,T3,86,Class IIIA,1,0.1,1,1.408,1,207,2741,,0.14,N,,,Not Assigned,,,,CCCCN(CCCC)CCCC,IMFACGCPASFAPR-UHFFFAOYSA-N,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3",102-82-9,C12H27N,185.349,,,,,,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,9,7,Hazardous,Hazardous
112,Trichloroethene,3.00563,-4.40146,-0.449743,1.31188,-0.778767,2,2,-86.4,87.1,1.464,3.4,0.16,1.477,9.2,8.8,1.5,2.6,,0.9,0.53,0.0,0.0,2.53,0.52,0.37,0.08,0.03,,0.715,410,T2,,Not Assigned,Not Assigned,58.9,2,0.634,0,145,2145,,1.33,N,,,Not Assigned,,,,ClC=C(Cl)Cl,XSTXAVWGXDQKEL-UHFFFAOYSA-N,InChI=1S/C2HCl3/c3-1-2(4)5/h1H,79-01-6,C2HCl3,131.388,,REACH Annex XIV (authorisation) - alternative solvents must be screened,http://echa.europa.eu/web/guest/addressing-chemicals-of-concern/authorisation/recommendation-for-inclusion-in-the-authorisation-list/authorisation-list,,,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,4,9,3,Hazardous,Hazardous
138,Triethanolamine,-7.53647,8.01536,5.12255,1.66281,-2.40286,3,7,21.2,335.4,1.12,,,,13.4,,,,,1.08,,,,-1.0,,,,,,1.23,325,T2,180,Class IIIB,1,0.0,1,927.979,3,274,2152,,,Y,,,Not Assigned,,,,OCCN(CCO)CCO,GSEJCLTVZPLZKY-UHFFFAOYSA-N,"InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2",102-71-6,C6H15NO3,149.188,Highly viscous (not preferred for crystallisation),,,,,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,5,Recommended,Recommended
174,Triethoxymethane [Triethyl orthoformate],1.62682,2.94909,0.00291251,-2.29583,0.776792,4,8,-61.0,145.0,0.891,,,1.391,,,,,,,,,,,,,,,,1.271,180,T4,35,Class IC,3,,,,,,,,,Not Determined,,,Not Assigned,,,,CCOC(OCC)OCC,GKASDNZWUGIAMG-UHFFFAOYSA-N,"InChI=1S/C7H16O3/c1-4-8-7(9-5-2)10-6-3/h7H,4-6H2,1-3H3",122-51-0,C7H16O3,148.2,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5,1,5,Problematic,Problematic
113,Triethylamine,2.84839,0.21611,-1.415,-3.48401,-3.6093,4,4,-114.7,89.5,0.728,2.5,0.043,1.401,7.4,,,,31.7,0.72,0.14,0.0,0.71,1.45,0.1,0.15,0.0,0.79,3.04,1.054,232,T3,-15,Class IB,3,53.2,2,0.447,0,691,2966,1,169.49,N,,,3,2,2,2,CCN(CC)CC,ZMANZCXQSJIPKH-UHFFFAOYSA-N,"InChI=1S/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3",121-44-8,C6H15N,101.19,,,,,,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6,7,3,Problematic,Hazardous
114,Triethylene Glycol,-4.18826,6.54135,0.427493,0.629685,0.986734,3,7,-4.3,288.0,1.125,23.7,0.7,1.456,12.2,7.8,6.1,9.1,,3.0,,,,-1.33,,,,,,1.189,371,T2,177,Class IIIB,1,0.0,1,46.085,2,268,1951,,1068.05,Y,,,Not Assigned,,,,OCCOCCOCCO,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",112-27-6,C6H14O4,150.173,,,,,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,1,3,Recommended,Recommended
115,Triglyme [Triethyleneglycol dimethyl ether],-0.755174,9.92438,0.053861,-2.46073,-0.138356,3,7,-43.8,216.0,0.98,7.5,0.253,1.426,9.4,,,,,2.16,,,,,,,,,,1.471,191,T4,110,Class IIIB,1,0.0,1,2.165,1,326,2103,,,Y,,,Not Assigned,,,,COCCOCCOCCOC,YFNKIDBQEZZDLK-UHFFFAOYSA-N,"InChI=1S/C8H18O4/c1-9-3-5-11-7-8-12-6-4-10-2/h3-8H2,1-2H3",112-49-2,C8H18O4,178.226,,REACH Candidate list - consider alternatives,http://echa.europa.eu/web/guest/candidate-list-table,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,9,7,Hazardous,Hazardous
173,Trimethoxymethane [Trimethyl orthoformate],-1.02058,0.21178,-1.82886,-2.13549,0.881435,0,0,-53.0,101.5,0.963,,,1.379,,,,,,1.7,0.58,0.0,,,,,,,,0.848,255,T3,9,Class IB,3,,,,,478,,,,Not Determined,,,Not Assigned,,,,COC(OC)OC,PYOKUURKVVELLB-UHFFFAOYSA-N,"InChI=1S/C4H10O3/c1-5-4(6-2)7-3/h4H,1-3H3",149-73-5,C4H10O3,106.12,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5,2,3,Recommended,Recommended
